Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
K-50498,1741,421,3,Groceries,Fresh Produce,Credit Card
K-86672,5105,1125,9,Groceries,Fresh Produce,Credit Card
K-86672,34457,-5550,6,Electronics,Appliances,Airtel Money
K-86672,13750,-133,7,Clothing,Traditional Wear,M-Pesa
K-86672,16688,-3178,2,Furniture,Bedroom,Bank Transfer
K-86672,20112,2268,10,Clothing,Casual Wear,Airtel Money
K-96734,3250,-672,8,Groceries,Beverages,Bank Transfer
K-96734,95145,-20314,10,Furniture,Kitchen,Bank Transfer
K-18374,17734,-743,2,Furniture,Kitchen,Airtel Money
K-18374,40024,15420,9,Electronics,Mobile Phones,Cash on Delivery
K-49664,4750,454,10,Groceries,Fresh Produce,Airtel Money
K-49664,18256,-391,2,Furniture,Office,Credit Card
K-49664,53265,12094,6,Furniture,Outdoor,Bank Transfer
K-49664,3598,81,2,Clothing,Traditional Wear,Airtel Money
K-73293,53301,1393,8,Furniture,Office,Cash on Delivery
K-20047,15060,-702,3,Electronics,Mobile Phones,Credit Card
K-20047,2716,-659,3,Beauty,Personal Care,Credit Card
K-57696,980,-184,2,Groceries,Cereals,Airtel Money
K-57696,42580,9836,9,Electronics,TVs,Cash on Delivery
K-57696,59478,15779,10,Electronics,Mobile Phones,M-Pesa
K-57696,1975,-227,1,Clothing,Casual Wear,M-Pesa
K-57696,83472,-23017,9,Furniture,Office,Airtel Money
K-40445,20577,1671,3,Furniture,Living Room,Bank Transfer
K-40445,64769,-2432,8,Furniture,Kitchen,M-Pesa
K-36025,32282,12119,8,Electronics,Laptops,M-Pesa
K-36025,40855,3463,8,Electronics,Laptops,Cash on Delivery
K-54479,7099,914,4,Clothing,Accessories,Airtel Money
K-54479,4052,-1014,2,Clothing,Accessories,M-Pesa
K-54479,14701,3607,2,Furniture,Bedroom,Bank Transfer
K-20077,60021,18015,9,Furniture,Bedroom,Credit Card
K-20077,36965,11362,8,Electronics,TVs,Bank Transfer
K-16194,65475,-5213,10,Furniture,Kitchen,Bank Transfer
K-16194,1130,-304,1,Beauty,Personal Care,Credit Card
K-95883,13584,3011,7,Clothing,Sportswear,M-Pesa
K-95883,14007,-2962,3,Electronics,Appliances,Cash on Delivery
K-72920,1935,-534,1,Clothing,Traditional Wear,Bank Transfer
K-44225,18881,468,10,Clothing,Formal Wear,M-Pesa
K-51277,64333,-1724,9,Furniture,Bedroom,Credit Card
K-86718,56093,14709,8,Furniture,Bedroom,Cash on Delivery
K-89297,437,30,1,Groceries,Fresh Produce,Credit Card
K-89297,4350,-391,2,Clothing,Casual Wear,Cash on Delivery
K-44193,1983,-472,2,Beauty,Haircare,Bank Transfer
K-44193,6042,1306,7,Beauty,Makeup,Credit Card
K-60010,1778,489,3,Groceries,Beverages,M-Pesa
K-60010,10752,-2047,2,Electronics,Mobile Phones,Cash on Delivery
K-60010,6616,828,7,Beauty,Personal Care,Cash on Delivery
K-60010,9130,1758,8,Beauty,Fragrances,M-Pesa
K-60010,22962,542,4,Electronics,TVs,Credit Card
K-56627,6786,1623,3,Clothing,Traditional Wear,Credit Card
K-56627,38443,3826,5,Furniture,Kitchen,Credit Card
K-56627,3186,718,7,Groceries,Fresh Produce,Credit Card
K-56627,25167,880,3,Furniture,Living Room,Bank Transfer
K-56627,51492,16399,9,Electronics,Mobile Phones,Bank Transfer
K-71002,2388,535,2,Beauty,Personal Care,Cash on Delivery
K-71002,7279,-627,9,Beauty,Skincare,Cash on Delivery
K-27690,41856,4210,5,Furniture,Kitchen,Credit Card
K-27690,5179,163,10,Groceries,Cereals,Cash on Delivery
K-66873,903,322,2,Groceries,Beverages,Cash on Delivery
K-66873,3569,271,6,Groceries,Fresh Produce,M-Pesa
K-66873,26163,-1650,4,Furniture,Kitchen,Bank Transfer
K-65707,4949,-273,9,Groceries,Beverages,Credit Card
K-38538,16588,4418,9,Clothing,Formal Wear,Airtel Money
K-38538,3578,924,7,Groceries,Fresh Produce,Credit Card
K-86319,54544,4868,6,Furniture,Office,Bank Transfer
K-86319,51638,682,7,Furniture,Living Room,Credit Card
K-19046,7427,2891,8,Beauty,Fragrances,M-Pesa
K-19046,29839,-2489,6,Electronics,Accessories,Credit Card
K-19046,6702,387,6,Beauty,Skincare,Bank Transfer
K-54331,7172,-16,6,Beauty,Makeup,Cash on Delivery
K-40909,5772,495,3,Clothing,Formal Wear,Cash on Delivery
K-40909,45633,-7395,8,Electronics,TVs,Bank Transfer
K-73071,1664,-77,4,Groceries,Cereals,Bank Transfer
K-33263,11239,4444,5,Clothing,Sportswear,Bank Transfer
K-33263,4870,-1398,3,Clothing,Traditional Wear,Bank Transfer
K-33263,10538,-2828,9,Beauty,Makeup,Bank Transfer
K-33263,12075,-3418,7,Clothing,Traditional Wear,Airtel Money
K-33263,9880,-1647,6,Clothing,Traditional Wear,M-Pesa
K-19997,20024,243,10,Clothing,Traditional Wear,Airtel Money
K-19997,7704,-1840,8,Beauty,Fragrances,Cash on Delivery
K-19997,3695,280,8,Groceries,Cereals,M-Pesa
K-19997,5112,566,6,Beauty,Personal Care,Cash on Delivery
K-93895,1772,-228,1,Clothing,Casual Wear,Cash on Delivery
K-93895,19045,-4429,4,Electronics,Mobile Phones,Credit Card
K-31365,1014,215,1,Beauty,Fragrances,Bank Transfer
K-31365,2343,-24,5,Groceries,Fresh Produce,M-Pesa
K-31365,4274,1450,10,Groceries,Beverages,Airtel Money
K-31365,11380,-2394,10,Beauty,Personal Care,Credit Card
K-55642,5667,2095,10,Groceries,Snacks,M-Pesa
K-55642,35145,3880,7,Electronics,Mobile Phones,M-Pesa
K-55642,7280,-2109,4,Clothing,Traditional Wear,Cash on Delivery
K-55642,29752,7826,7,Electronics,Appliances,Airtel Money
K-55642,2431,617,5,Groceries,Cereals,Bank Transfer
K-34186,3805,1300,9,Groceries,Cereals,Credit Card
K-34186,62873,17583,9,Furniture,Outdoor,M-Pesa
K-34186,13657,1436,8,Clothing,Formal Wear,Airtel Money
K-40013,54160,12406,10,Electronics,Mobile Phones,Airtel Money
NA,4556,-1033,10,Groceries,Beverages,Cash on Delivery
NA,10584,3273,5,Clothing,Formal Wear,Airtel Money
NA,34253,-3053,6,Electronics,TVs,M-Pesa
NA,13969,126,3,Electronics,Laptops,Airtel Money
NA,471,-74,1,Groceries,Cereals,M-Pesa
NA,4859,-142,6,Beauty,Haircare,Airtel Money
NA,2050,260,1,Clothing,Casual Wear,Cash on Delivery
NA,5127,1498,10,Groceries,Fresh Produce,M-Pesa
NA,865,279,1,Beauty,Fragrances,Airtel Money
NA,26649,-3344,5,Electronics,Appliances,Credit Card
NA,83787,8141,10,Furniture,Office,Cash on Delivery
NA,34410,9284,4,Furniture,Outdoor,Bank Transfer
NA,24846,-2143,6,Electronics,Mobile Phones,Cash on Delivery
NA,1141,-173,2,Groceries,Snacks,Bank Transfer
NA,1506,177,3,Groceries,Cereals,M-Pesa
NA,30886,-3244,7,Electronics,TVs,Bank Transfer
NA,5807,-75,5,Beauty,Fragrances,Cash on Delivery
NA,71365,-9313,10,Furniture,Bedroom,Airtel Money
NA,30522,322,7,Electronics,TVs,Credit Card
NA,2521,675,3,Beauty,Skincare,Bank Transfer
NA,82667,21845,10,Furniture,Office,Credit Card
NA,15705,523,7,Clothing,Casual Wear,Bank Transfer
NA,12136,4537,3,Electronics,Accessories,M-Pesa
NA,4646,898,10,Groceries,Fresh Produce,Cash on Delivery
NA,15167,-208,7,Clothing,Casual Wear,Bank Transfer
NA,14160,5577,2,Furniture,Living Room,M-Pesa
NA,2209,-212,2,Beauty,Fragrances,Credit Card
NA,496,-93,1,Groceries,Household,M-Pesa
NA,1138,245,1,Beauty,Skincare,Airtel Money
NA,77577,26023,10,Furniture,Office,Bank Transfer
NA,21620,-225,10,Clothing,Accessories,Airtel Money
NA,21721,4638,3,Furniture,Kitchen,M-Pesa
NA,4771,-1061,4,Beauty,Fragrances,Credit Card
NA,8331,452,7,Beauty,Haircare,M-Pesa
NA,4152,-951,2,Clothing,Accessories,Bank Transfer
NA,13377,-2901,3,Electronics,Laptops,Airtel Money
NA,4963,-1036,1,Electronics,TVs,Airtel Money
NA,5746,2289,10,Groceries,Household,Airtel Money
NA,2796,858,6,Groceries,Cereals,M-Pesa
NA,7632,-2030,7,Beauty,Makeup,Airtel Money
NA,1483,185,3,Groceries,Household,Credit Card
NA,21350,-3084,9,Clothing,Sportswear,Credit Card
NA,43171,454,8,Electronics,TVs,M-Pesa
NA,8140,2515,1,Furniture,Outdoor,M-Pesa
NA,4350,1264,8,Groceries,Snacks,Airtel Money
NA,4006,-1033,8,Groceries,Fresh Produce,Bank Transfer
NA,19248,614,10,Clothing,Casual Wear,Cash on Delivery
NA,31764,5370,7,Electronics,Accessories,Bank Transfer
NA,12068,3763,3,Electronics,TVs,Bank Transfer
NA,21147,-5477,5,Electronics,Laptops,Airtel Money
NA,4031,-211,4,Beauty,Makeup,Bank Transfer
NA,1429,246,3,Groceries,Snacks,Bank Transfer
NA,15333,19,7,Clothing,Traditional Wear,M-Pesa
NA,18212,7097,4,Electronics,Laptops,Cash on Delivery
